ID_FAZENDA,SATELITE,TIPO_CULTURA,AREA_FAZENDA_ACRES,TIPO_IRRIGACAO,TIPO_SOLO,ESTACAO,FERTILIZANTE_UTILIZADO_TON,PESTICIDA_UTILIZADO_KG,PRODUTIVIDADE_TON,CONSUMO_AGUA_M3,TEMPERATURA_MEDIA_C,UMIDADE_SOLO_PCT,INDICE_NDVI,RISCO_AMBIENTAL
FAZ_03022,TerraScan_X,Arroz,440.67,Aspersao,Franco,Outono,14.24,139.0,59.13,2645.57,30.94,76.77,0.76,0
FAZ_03023,AgroSat_BR,Batata,265.48,Gotejamento,Siltoso,Primavera,7.51,108.91,50.45,1774.29,22.64,63.33,0.641,0
FAZ_03024,TerraScan_X,Algodao,468.37,Gotejamento,Organico,Inverno,9.83,75.79,61.3,2518.08,24.16,54.36,0.662,0
FAZ_03025,AgroSat_BR,Milho,194.67,Gotejamento,Organico,Outono,14.63,35.7,43.17,1506.48,27.96,56.31,0.707,0
FAZ_03026,Sentinel_Agro,Arroz,423.62,Aspersao,Siltoso,Primavera,12.17,64.11,55.55,4369.75,26.07,66.17,0.754,0
FAZ_03027,Sentinel_Agro,Trigo,168.64,Gotejamento,Argiloso,Primavera,8.83,26.72,37.77,1250.66,32.37,57.18,0.715,0
FAZ_03028,TerraScan_X,Soja,1083.68,Gotejamento,Siltoso,Inverno,31.29,120.0,95.0,10525.78,13.38,72.06,0.646,0
FAZ_03029,Gaia_Vision,Tomate,575.6,Manual,Argiloso,Primavera,24.47,127.89,63.11,6444.89,16.83,94.66,0.864,1
FAZ_03030,AgroSat_BR,Trigo,254.39,Inundacao,Arenoso,Primavera,7.55,84.29,58.1,6667.46,20.37,76.79,0.762,0
FAZ_03031,OrbSat_Field,Batata,379.09,Gotejamento,Argiloso,Inverno,4.56,165.58,37.22,5725.13,18.04,70.22,0.672,0
FAZ_03032,TerraScan_X,Soja,226.95,Aspersao,Arenoso,Verao,6.01,27.96,34.46,3455.09,32.99,60.74,0.66,0
FAZ_03033,OrbSat_Field,Cana_de_Acucar,475.72,Gotejamento,Arenoso,Inverno,17.7,44.19,80.89,5161.28,19.09,83.6,0.869,0
FAZ_03034,TerraScan_X,Soja,603.26,Inundacao,Calcario,Inverno,17.18,54.68,71.7,10892.23,17.69,74.89,0.815,0
FAZ_03035,Gaia_Vision,Arroz,621.77,Aspersao,Calcario,Outono,19.92,126.24,86.08,7007.1,33.33,62.48,0.683,1
FAZ_03036,Gaia_Vision,Algodao,604.07,Gotejamento,Siltoso,Outono,8.66,106.0,74.77,6223.81,23.53,63.37,0.689,0
FAZ_03037,Gaia_Vision,Algodao,566.46,Gotejamento,Arenoso,Verao,20.48,207.92,53.12,7568.66,31.64,68.56,0.545,1
FAZ_03038,Gaia_Vision,Batata,426.6,Aspersao,Argiloso,Inverno,8.41,138.89,61.06,3570.01,19.92,80.76,0.791,0
FAZ_03039,Sentinel_Agro,Soja,378.19,Manual,Franco,Inverno,8.94,114.72,43.9,2559.82,31.62,54.74,0.601,0
FAZ_03040,Sentinel_Agro,Trigo,337.52,Gotejamento,Calcario,Verao,8.12,128.82,53.61,6238.88,32.48,57.19,0.663,1
FAZ_03041,AgroSat_BR,Batata,266.51,Gotejamento,Organico,Outono,9.2,107.08,35.04,2918.14,28.95,65.53,0.617,0
FAZ_03042,OrbSat_Field,Tomate,324.56,Aspersao,Organico,Inverno,15.75,112.14,48.82,4023.13,18.13,77.12,0.795,0
FAZ_03043,TerraScan_X,Batata,309.95,Inundacao,Argiloso,Verao,10.26,113.75,45.58,9518.33,39.44,24.15,0.463,1
FAZ_03044,TerraScan_X,Batata,202.53,Gotejamento,Calcario,Outono,2.24,39.09,47.21,2886.1,28.94,56.33,0.714,0
FAZ_03045,Sentinel_Agro,Cana_de_Acucar,336.53,Aspersao,Franco,Primavera,9.77,59.88,57.76,1923.87,19.59,70.32,0.84,0
FAZ_03046,TerraScan_X,Arroz,350.86,Aspersao,Arenoso,Verao,9.78,112.04,58.33,2988.13,30.99,57.97,0.587,0
FAZ_03047,Sentinel_Agro,Cana_de_Acucar,223.24,Gotejamento,Calcario,Verao,,44.59,43.42,1152.03,39.9,41.44,0.612,1
FAZ_03048,AgroSat_BR,Algodao,527.67,Aspersao,Argiloso,Inverno,16.66,149.78,69.78,5398.32,29.76,50.29,0.554,1
FAZ_03049,OrbSat_Field,Algodao,417.29,Gotejamento,Arenoso,Primavera,6.27,67.02,70.86,4457.85,11.4,84.6,0.844,0
FAZ_03050,AgroSat_BR,Milho,211.9,Inundacao,Calcario,Outono,8.52,56.62,42.87,3928.23,23.52,71.73,0.717,0
FAZ_03051,Gaia_Vision,Milho,407.68,Sequeiro,Siltoso,Primavera,18.21,99.18,39.9,5369.73,23.96,55.72,0.628,1
FAZ_03052,Gaia_Vision,Trigo,297.15,Inundacao,Franco,Inverno,9.14,94.12,47.65,6524.94,20.37,73.36,0.785,0
FAZ_03053,Gaia_Vision,Algodao,333.65,Aspersao,Organico,Inverno,7.21,81.57,60.98,4145.8,13.94,79.44,0.866,0
FAZ_03054,AgroSat_BR,Cana_de_Acucar,373.12,Inundacao,Argiloso,Outono,8.56,58.72,46.72,6137.56,25.51,70.91,0.793,0
FAZ_03055,TerraScan_X,Tomate,634.97,Inundacao,Organico,Outono,23.13,154.02,65.86,11581.63,21.11,68.81,0.643,1
FAZ_03056,OrbSat_Field,Milho,300.49,Manual,Arenoso,Outono,10.03,88.25,42.22,3225.56,32.75,49.63,0.553,1
FAZ_03057,Gaia_Vision,Soja,434.77,Inundacao,Arenoso,Inverno,12.3,125.28,50.94,8235.3,19.01,90.17,0.754,0
FAZ_03058,Gaia_Vision,Milho,276.29,Inundacao,Siltoso,Outono,12.5,76.33,54.3,8035.06,14.18,69.67,,0
FAZ_03059,Gaia_Vision,Algodao,517.96,Gotejamento,Arenoso,Outono,7.93,113.89,44.04,6620.21,31.73,63.56,0.571,1
FAZ_03060,OrbSat_Field,Batata,440.49,Aspersao,Arenoso,Outono,4.58,145.0,53.91,4007.79,18.54,84.07,0.693,0
FAZ_03061,Gaia_Vision,Arroz,345.97,Aspersao,Organico,Verao,6.1,55.68,50.9,2109.8,35.33,50.73,0.638,0
FAZ_03062,OrbSat_Field,Algodao,595.22,Gotejamento,Organico,Outono,11.14,124.78,73.41,6116.98,16.06,68.22,0.766,0
FAZ_03063,Gaia_Vision,Batata,837.56,Aspersao,Argiloso,Inverno,14.54,262.93,95.0,9831.94,13.4,85.19,0.722,1
FAZ_03064,AgroSat_BR,Tomate,346.46,Aspersao,Argiloso,Verao,11.99,79.86,38.86,3050.45,19.48,78.88,0.754,0
FAZ_03065,AgroSat_BR,Tomate,439.01,Inundacao,Arenoso,Inverno,17.57,82.86,46.28,8842.44,21.59,60.13,0.657,0
FAZ_03066,OrbSat_Field,Soja,378.08,Sequeiro,Calcario,Primavera,5.17,89.63,41.61,4233.62,34.02,55.22,0.691,0
FAZ_03067,AgroSat_BR,Cenoura,1120.85,Gotejamento,Franco,Verao,33.6,117.93,74.85,10477.46,19.83,80.93,0.662,1
FAZ_03068,OrbSat_Field,Cana_de_Acucar,349.09,Gotejamento,Argiloso,Outono,14.18,59.66,45.65,3096.33,19.41,67.51,0.701,0
FAZ_03069,AgroSat_BR,Arroz,289.99,Sequeiro,Arenoso,Verao,9.95,61.83,50.54,2593.02,37.24,56.92,0.798,0
FAZ_03070,AgroSat_BR,Algodao,302.58,Sequeiro,Calcario,Inverno,5.59,60.34,36.93,3196.58,29.89,47.2,0.67,0
FAZ_03071,OrbSat_Field,Algodao,598.49,Aspersao,Calcario,Verao,7.03,137.37,53.26,7728.7,31.48,69.5,0.781,1
FAZ_03072,TerraScan_X,Cenoura,542.69,Gotejamento,Organico,Primavera,6.74,129.41,53.57,4852.24,21.48,88.7,0.825,0
FAZ_03073,AgroSat_BR,Soja,524.99,Aspersao,Calcario,Outono,18.82,99.96,47.45,6196.71,27.63,70.01,0.73,1
FAZ_03074,Gaia_Vision,Trigo,547.76,Gotejamento,Siltoso,Outono,14.75,161.04,75.09,5958.88,24.73,64.78,0.609,1
FAZ_03075,TerraScan_X,Milho,547.48,Sequeiro,Organico,Primavera,17.37,62.62,76.9,5478.12,29.11,67.58,0.849,0
FAZ_03076,OrbSat_Field,Soja,432.08,Manual,Organico,Inverno,15.8,121.75,65.35,4145.46,20.71,66.83,0.716,0
FAZ_03077,TerraScan_X,Batata,433.54,Aspersao,Siltoso,Verao,13.09,104.67,43.23,2428.19,26.29,69.84,0.75,0
FAZ_03078,Sentinel_Agro,Soja,298.84,Sequeiro,Organico,Inverno,3.4,71.67,53.33,3605.12,14.49,83.53,0.915,0
FAZ_03079,Sentinel_Agro,Cenoura,339.71,Inundacao,Argiloso,Inverno,8.76,59.02,64.4,3946.1,15.85,91.87,0.851,0
FAZ_03080,AgroSat_BR,Cenoura,553.74,Sequeiro,Organico,Inverno,18.54,183.54,42.96,5039.13,22.13,72.04,0.653,1
FAZ_03081,AgroSat_BR,Cana_de_Acucar,261.63,Sequeiro,Siltoso,Outono,11.86,12.18,41.53,2086.43,18.94,72.73,0.867,0
FAZ_03082,Gaia_Vision,Arroz,389.99,Gotejamento,Arenoso,Verao,6.49,83.06,34.75,3645.49,35.55,51.84,0.552,0
FAZ_03083,TerraScan_X,Tomate,309.05,Gotejamento,Arenoso,Outono,15.58,45.88,50.78,2370.18,18.94,77.69,0.682,0
FAZ_03084,Sentinel_Agro,Cenoura,246.51,Inundacao,Arenoso,Outono,7.32,62.11,42.81,5059.09,23.62,71.86,0.75,0
FAZ_03085,AgroSat_BR,Cana_de_Acucar,816.13,Sequeiro,Siltoso,Outono,32.12,75.51,59.73,6229.17,9.34,80.38,0.832,0
FAZ_03086,TerraScan_X,Milho,460.18,Sequeiro,Siltoso,Verao,16.54,118.03,58.06,4293.95,29.83,71.83,0.678,0
FAZ_03087,AgroSat_BR,Tomate,280.5,Inundacao,Argiloso,Primavera,11.11,86.92,54.92,8024.89,27.59,76.72,0.775,0
FAZ_03088,AgroSat_BR,Trigo,936.14,Gotejamento,Siltoso,Outono,30.46,293.18,61.41,6943.44,29.33,79.29,0.617,1
FAZ_03089,Sentinel_Agro,Algodao,227.34,Gotejamento,Calcario,Outono,9.48,111.72,44.47,800.0,25.86,76.32,0.726,0
FAZ_03090,Sentinel_Agro,Milho,841.39,Manual,Arenoso,Outono,25.8,159.77,71.24,8039.58,25.26,54.45,0.545,1
FAZ_03091,AgroSat_BR,Trigo,421.09,Inundacao,Siltoso,Verao,5.27,96.01,59.17,7181.48,29.92,50.42,0.711,0
FAZ_03092,OrbSat_Field,Tomate,282.89,Inundacao,Franco,Verao,10.75,157.29,34.58,7805.65,26.14,59.34,0.613,1
FAZ_03093,AgroSat_BR,Milho,221.21,Aspersao,Organico,Inverno,8.4,69.21,56.61,2449.61,22.56,62.78,0.841,0
FAZ_03094,AgroSat_BR,Cana_de_Acucar,524.49,Manual,Argiloso,Outono,12.98,148.0,60.18,6651.69,35.4,49.87,0.572,1
FAZ_03095,Gaia_Vision,Trigo,679.55,Sequeiro,Arenoso,Outono,16.36,199.81,55.7,5899.97,30.35,51.24,0.443,1
FAZ_03096,Gaia_Vision,Algodao,205.53,Aspersao,Calcario,Verao,3.5,99.16,41.31,2238.83,32.23,65.91,0.822,0
FAZ_03097,Gaia_Vision,Cana_de_Acucar,162.08,Gotejamento,Calcario,Verao,8.92,33.74,37.36,3090.52,29.57,61.68,0.677,0
FAZ_03098,OrbSat_Field,Batata,437.96,Inundacao,Arenoso,Outono,2.83,201.78,49.6,6880.98,25.21,67.82,0.455,1
FAZ_03099,OrbSat_Field,Algodao,342.99,Sequeiro,Calcario,Primavera,5.56,117.35,42.17,3062.45,31.31,45.2,0.618,1
FAZ_03100,AgroSat_BR,Arroz,420.32,Aspersao,Franco,Inverno,9.1,41.57,54.74,5769.14,26.34,55.52,0.839,0
FAZ_03101,Gaia_Vision,Soja,308.11,Aspersao,Argiloso,Inverno,7.95,87.66,53.83,3108.93,26.71,65.27,0.678,0
FAZ_03102,OrbSat_Field,Arroz,206.24,Gotejamento,Organico,Outono,5.47,39.95,37.54,800.0,35.48,66.34,0.758,0
FAZ_03103,Sentinel_Agro,Cenoura,357.48,Aspersao,Argiloso,Inverno,,68.81,41.42,2198.16,24.89,73.8,0.721,0
FAZ_03104,AgroSat_BR,Batata,710.03,Gotejamento,Argiloso,Inverno,24.33,218.38,81.54,6812.2,31.3,63.33,0.58,1
FAZ_03105,TerraScan_X,Batata,422.23,Inundacao,Arenoso,Outono,6.86,143.27,29.73,8280.09,41.38,,0.487,1
FAZ_03106,AgroSat_BR,Soja,226.68,Aspersao,Siltoso,Inverno,4.75,54.43,45.33,2310.53,11.59,90.26,,0
FAZ_03107,TerraScan_X,Trigo,598.37,Inundacao,Organico,Verao,14.36,92.98,62.12,11217.96,30.28,70.24,0.804,0
FAZ_03108,Gaia_Vision,Soja,237.68,Gotejamento,Argiloso,Outono,2.86,77.04,42.95,2304.39,20.3,72.59,0.676,0
FAZ_03109,TerraScan_X,Cenoura,230.61,Gotejamento,Franco,Verao,5.71,3.3,57.45,3309.49,29.65,70.2,0.879,0
FAZ_03110,Gaia_Vision,Arroz,715.98,Inundacao,Arenoso,Outono,18.56,127.45,56.61,12260.51,36.37,58.35,0.531,1
FAZ_03111,Sentinel_Agro,Batata,271.48,Aspersao,Siltoso,Verao,7.3,59.52,36.24,3146.01,39.2,49.78,0.663,0
FAZ_03112,TerraScan_X,Arroz,551.62,Aspersao,Siltoso,Inverno,14.04,95.78,70.16,3191.61,22.99,76.96,0.819,0
FAZ_03113,AgroSat_BR,Algodao,711.53,Manual,Arenoso,Primavera,21.35,222.74,76.95,6513.26,27.52,69.23,0.553,1
FAZ_03114,Gaia_Vision,Milho,331.35,Gotejamento,Argiloso,Verao,15.78,29.2,64.96,2721.9,26.39,72.31,0.72,0
FAZ_03115,AgroSat_BR,Cenoura,553.69,Aspersao,Calcario,Verao,17.79,157.03,54.22,6203.7,37.53,44.18,0.474,1
FAZ_03116,OrbSat_Field,Milho,518.99,Inundacao,Arenoso,Primavera,12.77,134.29,62.52,9063.97,21.67,73.12,0.715,0
FAZ_03117,Gaia_Vision,Cenoura,206.08,Sequeiro,Calcario,Primavera,7.06,26.08,40.13,1055.86,28.96,64.9,0.82,0
FAZ_03118,TerraScan_X,Tomate,390.23,Aspersao,Siltoso,Verao,10.54,185.19,37.48,3545.13,26.23,53.77,0.464,1
FAZ_03119,Gaia_Vision,Algodao,368.93,Aspersao,Siltoso,Verao,9.31,125.36,68.08,4229.11,26.13,70.89,0.793,0
FAZ_03120,AgroSat_BR,Trigo,364.06,Inundacao,Franco,Verao,8.87,33.66,55.26,8700.73,36.31,55.54,0.651,1
FAZ_03121,Sentinel_Agro,Cenoura,348.01,Aspersao,Franco,Outono,6.09,79.74,54.1,2988.3,23.03,81.43,0.769,0
FAZ_03122,Gaia_Vision,Milho,421.33,Manual,Siltoso,Verao,11.57,77.8,58.77,4435.27,31.55,52.51,0.669,0
FAZ_03123,TerraScan_X,Cenoura,450.88,Aspersao,Franco,Verao,5.81,76.82,60.71,4967.82,27.75,68.92,0.605,0
FAZ_03124,OrbSat_Field,Trigo,413.24,Manual,Franco,Primavera,10.83,21.04,52.99,6474.48,26.97,,0.651,0
FAZ_03125,Sentinel_Agro,Cenoura,394.05,Aspersao,Franco,Primavera,12.76,148.63,68.59,6510.68,25.25,78.62,0.721,0
FAZ_03126,OrbSat_Field,Cana_de_Acucar,293.42,Sequeiro,Siltoso,Outono,11.54,89.69,34.58,3327.28,26.36,54.06,0.677,0
FAZ_03127,Gaia_Vision,Cenoura,768.53,Aspersao,Argiloso,Outono,21.81,214.34,90.34,5935.3,26.95,72.76,0.634,1
FAZ_03128,AgroSat_BR,Tomate,217.23,Sequeiro,Argiloso,Inverno,9.26,79.69,35.76,1662.28,29.67,46.55,0.671,0
FAZ_03129,AgroSat_BR,Tomate,82.62,Aspersao,,Verao,4.97,102.02,26.63,1999.86,26.56,72.87,0.685,0
FAZ_03130,TerraScan_X,Batata,442.67,Aspersao,Franco,Verao,4.65,200.54,57.34,5944.1,45.0,49.51,0.56,1
FAZ_03131,AgroSat_BR,Tomate,293.87,Gotejamento,Argiloso,Primavera,16.35,102.94,61.74,887.5,22.47,70.84,0.706,0
FAZ_03132,Sentinel_Agro,Cenoura,422.85,Sequeiro,Organico,Inverno,10.54,121.26,34.48,4062.52,16.99,44.24,0.457,0
FAZ_03133,AgroSat_BR,Cenoura,220.13,Aspersao,Arenoso,Verao,5.41,46.51,35.71,2238.79,28.96,56.49,0.6,0
FAZ_03134,TerraScan_X,Cana_de_Acucar,839.36,Aspersao,Franco,Inverno,32.37,77.08,61.92,10236.52,24.58,72.51,0.761,0
FAZ_03135,Gaia_Vision,Tomate,833.86,Gotejamento,Argiloso,Outono,16.82,330.69,71.56,8782.99,19.02,65.73,0.501,1
FAZ_03136,Gaia_Vision,Arroz,560.89,Sequeiro,Argiloso,Verao,18.78,29.87,49.2,3802.99,36.63,47.55,0.619,0
FAZ_03137,AgroSat_BR,Cenoura,402.37,Aspersao,Calcario,Verao,11.35,57.15,63.52,3789.16,29.05,59.39,0.647,0
FAZ_03138,OrbSat_Field,Algodao,300.39,Aspersao,Argiloso,Outono,5.14,162.79,55.46,3008.3,11.07,94.76,0.808,0
FAZ_03139,Gaia_Vision,Algodao,334.01,Sequeiro,Calcario,Verao,5.33,110.2,40.39,3790.02,36.01,34.18,0.603,1
FAZ_03140,AgroSat_BR,Milho,936.12,Sequeiro,Organico,Outono,16.52,107.87,73.09,7447.9,22.95,59.47,0.647,0
FAZ_03141,TerraScan_X,Cana_de_Acucar,561.38,Aspersao,Calcario,Outono,15.43,45.69,73.74,4277.09,21.77,71.54,0.7,0
FAZ_03142,AgroSat_BR,Trigo,131.14,Sequeiro,,Inverno,2.82,35.27,39.93,1914.42,25.51,72.32,0.9,0
FAZ_03143,Gaia_Vision,Arroz,835.33,Aspersao,Franco,Primavera,13.75,198.36,92.82,8565.93,24.4,74.98,0.533,0
FAZ_03144,TerraScan_X,Cenoura,168.8,Gotejamento,Argiloso,Primavera,3.56,39.21,47.43,2711.65,20.17,83.6,0.95,0
FAZ_03145,AgroSat_BR,Soja,438.03,Manual,Siltoso,Outono,10.49,56.5,70.72,5058.45,21.68,61.84,0.72,0
FAZ_03146,Sentinel_Agro,Soja,379.04,Manual,Franco,Inverno,4.95,70.37,54.8,3567.57,13.27,73.93,0.75,0
FAZ_03147,TerraScan_X,Trigo,652.09,Aspersao,Siltoso,Outono,8.66,192.97,80.28,6374.73,25.95,67.72,0.606,1
FAZ_03148,Sentinel_Agro,Batata,388.86,Gotejamento,Organico,Inverno,10.72,118.9,66.9,2764.26,25.66,70.39,0.694,0
FAZ_03149,OrbSat_Field,Soja,980.34,Gotejamento,Argiloso,Inverno,29.68,181.28,76.74,8881.9,31.98,69.43,0.64,1
FAZ_03150,TerraScan_X,Trigo,388.29,Manual,Franco,Primavera,13.88,36.01,65.01,4440.28,15.89,77.0,0.92,0
FAZ_03151,Sentinel_Agro,Soja,246.35,Sequeiro,Franco,Primavera,6.01,79.62,37.07,3811.79,26.54,75.96,0.702,0
FAZ_03152,Gaia_Vision,Cana_de_Acucar,535.26,Aspersao,Argiloso,Inverno,12.43,120.06,64.21,6532.86,18.66,85.5,0.779,0
FAZ_03153,Gaia_Vision,Milho,209.05,Manual,Arenoso,Primavera,10.07,46.61,40.91,836.29,27.71,59.65,0.65,0
FAZ_03154,OrbSat_Field,Batata,235.85,Gotejamento,Organico,Inverno,9.21,112.99,50.64,3388.96,21.38,67.05,0.69,0
FAZ_03155,TerraScan_X,Cana_de_Acucar,510.07,Inundacao,Argiloso,Verao,22.36,36.44,63.63,10587.03,22.68,69.49,0.879,0
FAZ_03156,TerraScan_X,Trigo,825.39,Gotejamento,Calcario,Outono,24.57,258.69,90.04,4765.51,22.53,,0.502,1
FAZ_03157,TerraScan_X,Arroz,697.91,Inundacao,Franco,Primavera,21.42,85.23,74.94,10986.51,26.8,53.43,0.587,1
FAZ_03158,OrbSat_Field,Tomate,320.17,Aspersao,Arenoso,Outono,15.43,137.08,68.92,2404.33,23.38,73.02,0.778,0
FAZ_03159,TerraScan_X,Arroz,377.42,Sequeiro,Franco,Primavera,6.63,69.67,43.43,2711.61,14.07,84.19,0.789,0
FAZ_03160,Gaia_Vision,Algodao,303.76,Aspersao,Siltoso,Outono,8.19,143.04,42.51,3554.74,22.94,70.07,0.688,0
FAZ_03161,Sentinel_Agro,Tomate,303.16,Aspersao,Franco,Outono,15.99,86.39,38.1,1620.94,29.12,68.25,0.679,0
FAZ_03162,Gaia_Vision,Trigo,311.65,Manual,Organico,Primavera,5.13,51.44,52.07,4272.23,30.01,51.49,0.639,0
FAZ_03163,Gaia_Vision,Algodao,631.76,Aspersao,Argiloso,Primavera,24.49,193.88,69.11,6848.03,30.74,82.65,0.755,1
FAZ_03164,Sentinel_Agro,Soja,743.08,Gotejamento,Franco,Primavera,11.74,127.0,65.19,9908.74,24.43,79.09,0.761,0
FAZ_03165,Gaia_Vision,Soja,530.83,Inundacao,Calcario,Primavera,6.64,100.6,63.86,6129.78,21.57,67.66,0.679,0
FAZ_03166,OrbSat_Field,Tomate,228.21,Manual,Siltoso,Inverno,10.46,107.98,46.16,2435.06,23.29,70.71,0.729,0
FAZ_03167,Sentinel_Agro,Cenoura,403.92,Aspersao,Siltoso,Primavera,8.83,44.22,59.49,4658.42,24.05,66.62,0.835,0
FAZ_03168,Gaia_Vision,Arroz,367.42,Gotejamento,Argiloso,Primavera,10.02,61.35,57.7,6454.33,16.82,,0.755,0
FAZ_03169,AgroSat_BR,Algodao,516.68,Aspersao,Siltoso,Primavera,7.5,109.01,65.33,4638.09,19.1,85.13,0.839,0
FAZ_03170,Gaia_Vision,Arroz,486.17,Sequeiro,Argiloso,Verao,14.81,142.34,53.82,6205.62,33.65,58.85,,1
FAZ_03171,OrbSat_Field,Tomate,525.38,Gotejamento,Organico,Outono,14.96,162.65,82.02,5195.19,23.51,76.64,0.653,0
FAZ_03172,TerraScan_X,Cana_de_Acucar,327.07,Aspersao,Argiloso,Primavera,,71.48,55.49,2110.12,18.9,65.25,0.728,0
FAZ_03173,Gaia_Vision,Soja,229.05,Inundacao,Arenoso,Primavera,5.28,49.48,53.58,5052.11,20.14,73.25,0.704,0
FAZ_03174,TerraScan_X,Algodao,450.69,Gotejamento,Siltoso,Outono,15.83,136.3,72.43,4618.0,27.39,75.24,0.817,0
FAZ_03175,AgroSat_BR,Algodao,231.72,Aspersao,Siltoso,Outono,6.75,106.27,51.25,1507.62,13.92,89.0,0.872,0
FAZ_03176,Gaia_Vision,Trigo,453.56,Sequeiro,Calcario,Inverno,,51.61,64.34,3996.83,20.56,75.35,0.847,0
FAZ_03177,Sentinel_Agro,Algodao,712.79,Gotejamento,Franco,Outono,20.64,118.27,57.81,6020.75,27.79,69.92,0.827,1
FAZ_03178,TerraScan_X,Tomate,440.18,Manual,Arenoso,Outono,21.06,96.9,52.78,4745.62,30.76,69.21,0.623,0
FAZ_03179,AgroSat_BR,Algodao,526.29,Manual,Franco,Verao,9.41,183.39,61.01,6072.19,30.18,67.67,0.582,1
FAZ_03180,Sentinel_Agro,Algodao,178.59,Aspersao,Argiloso,Inverno,2.02,73.31,38.66,2524.21,9.61,88.29,0.866,0
FAZ_03181,Sentinel_Agro,Arroz,348.41,Gotejamento,Organico,Verao,9.55,73.89,46.47,3743.7,33.26,51.26,0.645,0
FAZ_03182,Sentinel_Agro,Milho,398.96,Sequeiro,Calcario,Outono,13.54,137.69,47.47,4199.57,27.28,62.16,0.654,0
FAZ_03183,Sentinel_Agro,Algodao,532.13,Manual,Siltoso,Primavera,18.48,146.57,67.83,5349.66,33.73,51.6,0.555,1
FAZ_03184,Gaia_Vision,Cenoura,382.71,Gotejamento,Organico,Inverno,9.77,34.2,53.67,2593.08,30.11,74.11,0.748,0
FAZ_03185,Gaia_Vision,Batata,377.71,Gotejamento,Argiloso,Outono,10.62,149.27,39.32,5052.96,25.31,63.16,0.629,0
FAZ_03186,Gaia_Vision,Trigo,250.1,Inundacao,Argiloso,Outono,9.31,24.09,48.74,8034.87,19.26,55.67,0.67,0
FAZ_03187,AgroSat_BR,Arroz,461.95,Aspersao,Arenoso,Primavera,9.92,55.6,48.08,6250.1,28.38,48.38,0.654,1
FAZ_03188,AgroSat_BR,Trigo,1041.37,Aspersao,Franco,Primavera,28.71,226.35,72.01,11698.97,30.85,74.84,0.643,1
FAZ_03189,AgroSat_BR,Cana_de_Acucar,631.1,Sequeiro,Siltoso,Primavera,25.64,194.79,68.16,3941.95,25.51,73.32,0.727,0
FAZ_03190,OrbSat_Field,Algodao,602.92,Aspersao,Siltoso,Inverno,18.3,103.86,91.58,4398.37,19.85,93.81,0.793,0
FAZ_03191,AgroSat_BR,Soja,632.15,Sequeiro,Organico,Verao,11.34,117.83,54.54,6236.11,39.93,64.15,0.678,0
FAZ_03192,Gaia_Vision,Cenoura,415.57,Inundacao,Arenoso,Inverno,11.47,73.44,61.1,7990.89,15.75,86.81,0.746,0
FAZ_03193,Gaia_Vision,Arroz,301.81,Gotejamento,Calcario,Primavera,7.67,105.97,46.51,2281.1,22.2,,0.757,0
FAZ_03194,OrbSat_Field,Trigo,411.24,Manual,Argiloso,Inverno,17.26,92.26,64.6,3185.42,23.68,59.45,0.727,0
FAZ_03195,OrbSat_Field,Algodao,215.32,Inundacao,Arenoso,Primavera,2.68,66.84,48.9,5888.6,23.47,57.89,0.719,1
FAZ_03196,AgroSat_BR,Soja,188.07,Gotejamento,Siltoso,Verao,4.86,32.75,44.91,883.79,31.86,62.54,0.816,0
FAZ_03197,TerraScan_X,Soja,311.24,Aspersao,Calcario,Inverno,4.32,54.01,55.88,2836.49,26.93,76.95,0.744,0
FAZ_03198,OrbSat_Field,Cana_de_Acucar,408.27,Inundacao,Franco,Verao,13.06,67.21,54.78,4472.84,23.01,55.01,0.709,0
FAZ_03199,Sentinel_Agro,Cenoura,240.04,Inundacao,Organico,Verao,4.78,63.78,35.07,6698.03,26.8,50.17,0.59,1
FAZ_03200,Gaia_Vision,Milho,314.06,Sequeiro,Argiloso,Primavera,12.06,53.62,45.58,3116.45,34.8,56.1,0.728,0
FAZ_03201,Sentinel_Agro,Cenoura,594.29,Sequeiro,Argiloso,Inverno,14.57,62.98,58.8,5308.42,22.47,55.48,0.602,1
FAZ_03202,Gaia_Vision,Cana_de_Acucar,743.36,Gotejamento,Argiloso,Inverno,27.03,80.33,83.77,5326.61,20.52,60.13,0.701,0
FAZ_03203,Gaia_Vision,Tomate,199.09,Manual,Franco,Verao,11.17,80.98,31.58,1344.87,27.21,58.1,0.616,0
FAZ_03204,OrbSat_Field,Arroz,331.8,Gotejamento,Siltoso,Primavera,7.23,72.42,64.51,3002.57,29.76,71.61,0.812,0
FAZ_03205,OrbSat_Field,Cana_de_Acucar,735.61,Gotejamento,Siltoso,Verao,22.96,219.42,47.48,5686.88,24.89,63.22,0.524,1
FAZ_03206,Sentinel_Agro,Cana_de_Acucar,621.91,Gotejamento,Arenoso,Verao,14.26,142.02,52.17,5177.79,35.58,47.14,0.534,1
FAZ_03207,Gaia_Vision,Arroz,594.16,Inundacao,Calcario,Verao,8.24,63.35,57.83,7116.57,27.06,48.45,0.67,0
FAZ_03208,Sentinel_Agro,Arroz,374.39,Gotejamento,Arenoso,Verao,5.32,64.91,45.64,800.0,24.8,70.89,0.671,0
FAZ_03209,TerraScan_X,Arroz,455.6,Aspersao,Siltoso,Inverno,8.34,88.21,53.07,5385.86,13.85,80.86,0.764,0
